"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M11","26331900000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2020M12","26687600000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M1","26890200000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M2","26958800000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M3","27193500000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M4","27180500000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M5","27085200000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M6","27309500000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M7","27292000000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M8","27517200000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M9","27696500000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M10","27766470793.707"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M11","27765900000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2021M12","27873100000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M1","27951800000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M2","27902800000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M3","27956500000"
"Oman","Total Credit","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","OMR","2022M4","28245000000"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M1","4.94"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M2","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M3","4.87"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M4","4.85"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M5","2.83"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M6","4.83"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M7","4.78"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M8","4.79"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M9","4.75"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M10","4.73"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M11","4.71"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2014M12","4.68"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M1","4.57"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M2","4.65"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M3","4.61"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M4","4.57"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M5","4.57"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M6","4.5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M7","4.47"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M8","4.46"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M9","4.47"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M10","4.44"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M11","4.45"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2015M12","4.47"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M1","4.49"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M2","4.49"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M3","4.5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M4","4.5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M5","4.6"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M6","4.6"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M7","4.6"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M8","4.7"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M9","4.8"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M10","4.8"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M11","4.8"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2016M12","4.8"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M1","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M2","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M3","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M4","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M5","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M6","4.9"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M7","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M8","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M9","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M10","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M11","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2017M12","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M1","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M2","5.1"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M3","5"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M4","5.1"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M5","5.2"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M6","5.2"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M7","5.2"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M8","5.2"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M9","5.3"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M10","5.3"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M11","5.3"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2018M12","5.3"
"Oman","Average interest rate on total Credit (%)","Total","Total Value","Total","Total","Total","Total","Total","Total","Total","Total","%","2019M1","5.4"
