"regions","indicators","banks","currency-type","monthly-income","insurance-companies","type-of-insurance","economic-activity","countries","foreign-currency","assets","liabilities","Unit","Date","Value"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2018","0.48726"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2019","0.50408"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2012","0.42027"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2013","0.43238"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2014","0.3883"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2015","0.3885"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2016","0.3743"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2017","0.3933"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2018","0.39"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2019","0.3968"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2012","0.05897"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2013","0.05976"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2014","0.04949"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2015","0.04562"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2016","0.04189"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2017","0.39332"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2018","0.04281"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2019","0.04106"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2012","0.0687"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2013","0.06312"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2014","0.05168"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2015","0.04365"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2016","0.04422"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2017","0.04671"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2018","0.04413"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Norwegian Krone","Total","Total","OMR","2019","0.04354"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2012","0.068"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2013","0.071"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2014","0.0627"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2015","0.05625"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2016","0.054"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2017","0.06178"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2018","0.05882"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Danish Krone","Total","Total","OMR","2019","0.05757"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2012","0.00447"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2013","0.00366"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2014","0.003215"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2015","0.003188"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2016","0.003293"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2017","0.003407"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2018","0.003478"
"Oman","Buying Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Japanese Yen","Total","Total","OMR","2019","0.003534"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2012","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2013","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2014","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2015","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2016","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2017","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2018","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","US $ Dollar","Total","Total","OMR","2019","0.385"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2012","0.50882"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2013","0.53115"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2014","0.46831"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2015","0.42088"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2016","0.40248"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2017","0.46239"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2018","0.4404"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Euro","Total","Total","OMR","2019","0.43132"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2012","0.1027"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2013","0.1027"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2014","0.1026"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2015","0.1026"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2016","0.1026"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2017","0.1027"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2018","0.1026"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Saudi Rial","Total","Total","OMR","2019","0.1026"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2012","0.1058"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2013","0.1058"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2014","0.1057"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2015","0.1057"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2016","0.1057"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2017","0.1053"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2018","0.1054"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Qatari Rial","Total","Total","OMR","2019","0.1051"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2012","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2013","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2014","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2015","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2016","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2017","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2018","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","U.A.E. Dirham","Total","Total","OMR","2019","0.1048"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2012","1.3678"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2013","1.3655"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2014","1.3148"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2015","1.2687"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2016","1.2574"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2017","1.2769"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2018","1.2687"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kuwaiti Dinar","Total","Total","OMR","2019","1.2703"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2012","1.0212"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2013","1.0212"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2014","1.0212"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2015","1.0212"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2016","1.0213"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2017","1.0212"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2018","1.0217"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Bahraini Dinar","Total","Total","OMR","2019","1.0212"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2012","0.5451"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2013","0.5453"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2014","0.5449"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2015","0.5456"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2016","0.5456"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2017","0.5439"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2018","0.5403"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Jordanian Dinar","Total","Total","OMR","2019","0.5411"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2012","0.0622"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2013","0.0555"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2014","0.0538"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2015","0.0493"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2016","0.0203"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2017","0.0217"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2018","0.0216"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Egyptian Pound","Total","Total","OMR","2019","0.0241"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2012","0.00703"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2013","0.00622"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2014","0.00608"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2015","0.0058"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2016","0.00565"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2017","0.00603"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2018","0.00552"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Indian Rupee","Total","Total","OMR","2019","0.0054"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2012","0.00396"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2013","0.00365"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2014","0.00382"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2015","0.00367"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2016","0.00367"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2017","0.00349"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2018","0.00278"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pakistani Rupee","Total","Total","OMR","2019","0.0025"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2012","0.00448"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2013","0.00447"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2014","0.00425"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2015","0.00033"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2016","0.00376"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2017","0.00373"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2018","0.00378"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Kenyan Shilling","Total","Total","OMR","2019","0.0038"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2012","0.4004"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2013","0.3439"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2014","0.3159"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2015","0.2811"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2016","0.2776"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2017","0.3008"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2018","0.272"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Australian Dollar","Total","Total","OMR","2019","0.2697"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2012","0.3869"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2013","0.3615"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2014","0.3318"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2015","0.2775"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2016","0.2846"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2017","0.3065"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2018","0.2827"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Canadian Dollar","Total","Total","OMR","2019","0.295"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2012","0.3152"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2013","0.3043"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2014","0.2914"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2015","0.2724"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2016","0.2656"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2017","0.2898"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2018","0.2821"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Singapore Dollar","Total","Total","OMR","2019","0.2859"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2012","0.04967"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2013","0.04965"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2014","0.04964"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2015","0.04967"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2016","0.04963"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2017","0.0493"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2018","0.04916"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Hong Kong Dollar","Total","Total","OMR","2019","0.04946"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2012","0.62224"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2013","0.63448"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2014","0.59941"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2015","0.57065"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2016","0.47189"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2017","0.52175"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2018","0.4886"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Pound Sterling","Total","Total","OMR","2019","0.50547"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2012","0.42146"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2013","0.43356"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2014","0.3894"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2015","0.3895"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2016","0.3754"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2017","0.396"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2018","0.3911"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swiss Franc","Total","Total","OMR","2019","0.3979"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2012","0.05921"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2013","0.05995"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2014","0.04981"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2015","0.04579"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2016","0.04205"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2017","0.39597"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2018","0.04295"
"Oman","Selling Rates of Foreign Exchange","Total","Total Value","Total","Total","Total","Total","Total","Swedish Krone","Total","Total","OMR","2019","0.04119"
